state,municipality,electionDay,isPrimary,partisanType
TX,Maypearl,5/4/2024,,
TX,Haltom,5/4/2024,,
TX,Prairie View,5/4/2024,,
TX,Waller County,,,
TX,Kemp,5/4/2024,,
TX,River Oaks,5/4/2024,,
TX,Southlake,5/4/2024,,
TX,Fair Oaks Ranch,5/4/2024,,
TX,Arlington,,,
TX,Birdville,,,
TX,carroll,,,
TX,Castleberry,,,
TX,Azle,,,
TX,Bedford,,,
TX,Colleyville,,,
TX,Crowley,,,
TX,Euless,,,
TX,Grapevine,,,
TX,Keller,,,
TX,Lake Worth,,,
TX,Mansfield,,,
TX,Reno,,,
TX,Watauga,,,
TX,Westworth Village,,,
TX,Crowley,,,
TX,Eagle Mountain-Saginaw,,,
TX,Grapevine-Colleyville,,,
TX,Kennedale,,,
TX,Lewisville,,,
TX,Northwest,,,
TX,Tarrant Appraisal District,,,
TX,Town of Flower Mound,,,
TX,Town of Trophy Club,,,
TX,Anna,5/4/2024,,
TX,Cresson,5/4/2024,,
TX,Pantego,5/4/2024,,
TX,Port Aransas,5/4/2024,,
TX,Whitewright,5/4/2024,,
TX,Balch Springs,5/4/2024,,
TX,Wall,5/4/2024,,
TX,Tom Bean,5/4/2024,,
TX,Nixon-Smiley,5/4/2024,,
TX,Honey,5/4/2024,,
TX,Red Oak,5/4/2024,,
TX,Pleak,5/4/2024,,
TX,Mission,5/4/2024,,
TX,Lytle,5/4/2024,,
TX,Pilot Point,5/4/2024,,
TX,Hull-Daisetta,5/4/2024,,
TX,Celeste,5/4/2024,,
TX,New Braunfels,5/4/2024,,
TX,Appleby,5/4/2024,,
TX,Fate,5/4/2024,,
TX,Prairiland,5/4/2024,,
TX,Briarcliff,5/4/2024,,
TX,Longview,5/4/2024,,
TX,Payne Springs,5/4/2024,,
TX,Silsbee,5/4/2024,,
TX,Hollywood Park,5/4/2024,,
TX,Trent,5/4/2024,,
TX,Hurst,5/4/2024,,
TX,Lewisville,5/4/2024,,
TX,Humble,5/4/2024,,
TX,San Elizario,5/4/2024,,
TX,Killeen,5/4/2024,,
TX,Needville,5/4/2024,,
TX,Texarkana,5/4/2024,,
TX,Wylie,5/4/2024,,
TX,Eanes,5/4/2024,,
TX,Shallowater,5/4/2024,,
TX,West Lake Hills,5/4/2024,,
TX,Log Cabin,5/4/2024,,
TX,Runaway Bay,5/4/2024,,
TX,Trenton,5/4/2024,,
TX,Corrigan,5/4/2024,,
TX,S,5/4/2024,,
TX,Santa,5/4/2024,,
TX,Mart,5/4/2024,,
TX,Kerens,5/4/2024,,
TX,Venus,5/4/2024,,
TX,Clifton,5/4/2024,,
TX,Fulshear,5/4/2024,,
TX,Frisco,5/4/2024,,
TX,Bynum,5/4/2024,,
TX,Nome,5/4/2024,,
TX,Seven Points,5/4/2024,,
TX,Van Alstyne,5/4/2024,,
FL,Midland,3/19/2024,,
TX,Round Rock,5/4/2024,,
TX,Uhland,5/4/2024,,
TX,Corsicana,5/4/2024,,
TX,Alvarado,5/4/2024,,
TX,Grapevine,5/4/2024,,
TX,Waxahachie,5/4/2024,,
TX,Jim,5/4/2024,,
TX,Reklaw,5/4/2024,,
FL,Lake,3/19/2024,,
FL,West Palm Beach,3/19/2024,,
TX,Orchard,5/4/2024,,
TX,Crandall,5/4/2024,,
TX,Ingleside,5/4/2024,,
FL,Casselberry,3/19/2024,,
FL,Hillsboro Beach,3/19/2024,,
TX,Arcola,5/4/2024,,
FL,Jonesboro,3/19/2024,,
SD,Sioux Falls,4/9/2024,,
TX,Slaton,5/4/2024,,
TX,Seven Oaks,5/4/2024,,
TX,Weatherford,5/4/2024,,
TX,North Richland Hills,5/4/2024,,
SD,Volga,4/9/2024,,
NE,Greeley,5/14/2024,,
AR,Conway,3/5/2024,,
NE,Thayer,5/14/2024,,
NE,Malcolm,5/14/2024,,
NE,Otoe,5/14/2024,,
AR,Washington,3/5/2024,,
AR,Woodruff,3/5/2024,,
AR,Pike,3/5/2024,,
NE,Nance,5/14/2024,,
NE,Hitchcock,5/14/2024,,
NE,Hooker,5/14/2024,,
NE,Ralston,5/14/2024,,
NE,Dundy,5/14/2024,,
AR,Shannon Hills,11/5/2024,,
AR,Washington,3/5/2024,,
NE,Phelps,5/14/2024,,
AR,Newton,3/5/2024,,
AR,Lee,3/5/2024,,
NE,Bennet,5/14/2024,,
AR,Garland,3/5/2024,,
NE,Waverly,5/14/2024,,
AR,Hot Spring,3/5/2024,,
AR,Craighead,3/5/2024,,
AR,Randolph,3/5/2024,,
NE,Papillion,5/14/2024,,
AR,Izard,3/5/2024,,
AR,Sulphur Springs,11/5/2024,,
NE,Firth,5/14/2024,,
NE,Thomas,5/14/2024,,
AR,Jacksonville,3/5/2024,,
AR,Georgetown,3/5/2024,,
NE,Keya Paha,5/14/2024,,
AR,Kensett,3/5/2024,,
AR,Independence,3/5/2024,,
AR,Wabbaseka,11/5/2024,,
AR,Saline,3/5/2024,,
AR,Nevada,3/5/2024,,
NE,Hayes,5/14/2024,,
AR,Poinsett,3/5/2024,,
NE,Red Willow,5/14/2024,,
NE,Stanton,5/14/2024,,
NE,Ravenna,5/14/2024,,
NE,Nemaha,5/14/2024,,
AR,Miller,3/5/2024,,
AR,Yell,3/5/2024,,
NE,Deuel,5/14/2024,,
AR,Polk,3/5/2024,,
AR,Cabot,3/5/2024,,
AR,White Hall,11/5/2024,,
NE,Cheyenne,5/14/2024,,
AR,Cleveland,3/5/2024,,
AR,Helena,3/5/2024,,
AR,Hope,3/5/2024,,
AR,Little Rock,3/5/2024,,
AR,Van Buren,3/5/2024,,
AR,Perryville,3/5/2024,,
AR,Bentonville,3/5/2024,,
AR,Russellville,3/5/2024,,
AR,Pangburn,3/5/2024,,
AR,Blytheville,3/5/2024,,
AR,Magnolia,3/5/2024,,
AR,Russellville,3/5/2024,,
AR,Jonesboro,3/5/2024,,
AR,Fort Smith,3/5/2024,,
AR,Booneville,3/5/2024,,
AR,Warren,3/5/2024,,
AR,Rogers,3/5/2024,,
AR,Stuttgart,3/5/2024,,
AR,Newport,3/5/2024,,
AR,Huntington,3/5/2024,,
AR,Fort Smith,3/5/2024,,
AR,Benton,3/5/2024,,
AR,Fordyce,3/5/2024,,
AR,Jonesboro,3/5/2024,,
AR,Pine Bluff,3/5/2024,,
AR,Arkadelphia,3/5/2024,,
AR,North Little Rock,3/5/2024,,
AR,Little Rock,3/5/2024,,
AR,El Dorado,3/5/2024,,
AR,Siloam Springs,3/5/2024,,
AR,Pocahontas,3/5/2024,,
AR,Forrest City,3/5/2024,,
AR,Gillette,3/5/2024,,
AR,Malvern,3/5/2024,,
AR,Lewisville,3/5/2024,,
AR,Little Rock,3/5/2024,,
AR,Osceola,3/5/2024,,
AR,Batesville,3/5/2024,,
AR,Fayetteville,3/5/2024,,
AR,Witter,3/5/2024,,
AR,Paragould,3/5/2024,,
AR,Mena,3/5/2024,,
AR,Des Arc,3/5/2024,,
AR,Prairie Grove,3/5/2024,,
AR,North Little Rock,3/5/2024,,
AR,Brinkley,3/5/2024,,
AR,El Dorado,3/5/2024,,
AR,Rogers,3/5/2024,,
AR,Nashville,3/5/2024,,
AR,Mountain Home,3/5/2024,,
AR,Quitman,3/5/2024,,
AR,Searcy,3/5/2024,,
AR,Hardy,3/5/2024,,
AR,McGehee,3/5/2024,,
AR,Wynne,3/5/2024,,
AR,Sherwood,3/5/2024,,
AR,Star City,3/5/2024,,
AR,Arkadelphia,3/5/2024,,
AR,Bella Vista,3/5/2024,,
AR,Hamburg,3/5/2024,,
AR,Harrisburg,3/5/2024,,
AR,Blytheville,3/5/2024,,
AR,Carlisle,3/5/2024,,
AR,Texarkana,3/5/2024,,
AR,Jonesboro,3/5/2024,,
AR,Pine Bluff,3/5/2024,,
AR,Van Buren,3/5/2024,,
AR,Gillham,3/5/2024,,
AR,Fayetteville,3/5/2024,,
AR,Little Rock,3/5/2024,,
AR,North Little Rock,3/5/2024,,
AR,Vilonia,3/5/2024,,
AR,Harrison,3/5/2024,,
AR,Rogers,3/5/2024,,
AR,Marianna,3/5/2024,,
AR,Ozark,3/5/2024,,
AR,Benton,3/5/2024,,
AR,Tontitown,3/5/2024,,
AR,Springdale,3/5/2024,,
AR,Elkins,3/5/2024,,
AR,West Memphis,3/5/2024,,
AR,Marion,3/5/2024,,
AR,Fort Smith,3/5/2024,,
AR,Amity,3/5/2024,,
NE,Pawnee,5/14/2024,,
NE,Seward,5/14/2024,,
NE,Norfolk,5/14/2024,,
NE,Madison,5/14/2024,,
NE,Lincoln,5/14/2024,,
NE,Prague,5/14/2024,,
NE,David City,5/14/2024,,
NE,Hastings,5/14/2024,,
NE,Grand Island,5/14/2024,,
NE,Kearney,5/14/2024,,
NE,Elkhorn,5/14/2024,,
NE,Amherst,5/14/2024,,
NE,Scotia,5/14/2024,,
NE,Ord,5/14/2024,,
NE,Whitman,5/14/2024,,
NE,Whitney,5/14/2024,,
NE,Bellevue,5/14/2024,,
NE,Sidney,5/14/2024,,
NE,Alliance,5/14/2024,,
NE,Bennington,5/14/2024,,
NE,Gibbon,5/14/2024,,
NE,Columbus,5/14/2024,,
NE,Beatrice,5/14/2024,,
NE,Broken Bow,5/14/2024,,
NE,North Platte,5/14/2024,,
NE,Pierce,5/14/2024,,
NE,O'Neill,5/14/2024,,
NE,South Sioux City,5/14/2024,,
NE,Pilger,5/14/2024,,
NE,Beemer,5/14/2024,,
NE,McCool Junction,5/14/2024,,
NE,Gordon,5/14/2024,,
NE,Hemingford,5/14/2024,,
NE,Gering,5/14/2024,,
NE,Gretna,5/14/2024,,
NE,Wood River,5/14/2024,,
NE,Archer,5/14/2024,,
NE,Marquette,5/14/2024,,
NE,St. Helena,5/14/2024,,
NE,Juniata,5/14/2024,,
NE,Hebron,5/14/2024,,
NE,Pickrell,5/14/2024,,
NE,Plymouth,5/14/2024,,
NE,DeWitt,5/14/2024,,
NE,Foster,5/14/2024,,
NE,Battle Creek,5/14/2024,,
NE,West Point,5/14/2024,,
NE,Craig,5/14/2024,,
NE,Boelus,5/14/2024,,
NE,Spalding,5/14/2024,,
NE,Weston,5/14/2024,,
NE,Wahoo,5/14/2024,,
NE,Orleans,5/14/2024,,
NE,Franklin,5/14/2024,,
NE,Red Cloud,5/14/2024,,
NE,Plattsmouth,5/14/2024,,
NE,Wilber,5/14/2024,,
NE,Riverton,5/14/2024,,
NE,Upland,5/14/2024,,
NE,Superior,5/14/2024,,
NE,Nenzel,5/14/2024,,
NE,Valentine,5/14/2024,,
NE,McCook,5/14/2024,,
NE,Hayes Center,5/14/2024,,
NE,Maywood,5/14/2024,,
NE,Firth,5/14/2024,,
NE,Syracuse,5/14/2024,,
NE,Nebraska City,5/14/2024,,
NE,Julian,5/14/2024,,
NE,Rulo,5/14/2024,,
NE,Steinauer,5/14/2024,,
NE,Humboldt,5/14/2024,,
NE,Blair,5/14/2024,,
NE,Waterloo,5/14/2024,,
NE,Bushnell,5/14/2024,,
NE,Chappell,5/14/2024,,
NE,Loomis,5/14/2024,,
NE,Lexington,5/14/2024,,
NE,Axtell,5/14/2024,,
NE,Holdrege,5/14/2024,,
NE,Minden,5/14/2024,,
NE,Wilcox,5/14/2024,,
NE,Hershey,5/14/2024,,
NE,Ogallala,5/14/2024,,
NE,Seward,5/14/2024,,
NE,Geneva,5/14/2024,,
NE,Aurora,5/14/2024,,
NE,Bassett,5/14/2024,,
NE,Atkinson,5/14/2024,,
NE,Neligh,5/14/2024,,
NE,Thedford,5/14/2024,,
NE,Lakeside,5/14/2024,,
NE,Hay Springs,5/14/2024,,
NE,Elm Creek,5/14/2024,,
NE,Gothenburg,5/14/2024,,
NE,Humphrey,5/14/2024,,
NE,Clarkson,5/14/2024,,
NE,Tryon,5/14/2024,,
NE,Overton,5/14/2024,,
NE,Schuyler,5/14/2024,,
NE,Doniphan,5/14/2024,,
NE,Pender,5/14/2024,,
NE,Omaha,5/14/2024,,
ID,Kootenai,5/21/2024,,
VT,Sapulpa,3/5/2024,,
VT,West Windsor,3/5/2024,,
VT,Castleton,3/5/2024,,
VT,Middletown Springs,3/5/2024,,
VT,Roxbury,3/5/2024,,
VT,Avant,3/5/2024,,
VT,Jericho,3/5/2024,,
VT,Chittenden,3/5/2024,,
VT,Wallingford,3/5/2024,,
VT,Proctor,3/5/2024,,
VT,Mount Holly,3/5/2024,,
VT,Milton,3/5/2024,,
VT,Shelburne,3/5/2024,,
VT,Colchester,3/5/2024,,
VT,Chickasha,3/5/2024,,
VT,Wallingford,3/5/2024,,
VT,Danby,3/5/2024,,
VT,North Andover,3/5/2024,,
VT,West Haven,3/5/2024,,
VT,Danby,3/5/2024,,
VT,Roxbury,3/5/2024,,
VT,Springfield,3/5/2024,,
VT,Chester,3/5/2024,,
VT,Friend,3/5/2024,,
VT,Hubbardton,3/5/2024,,
VT,Berlin,3/5/2024,,
VT,Sudbury,3/5/2024,,
VT,Benson,3/5/2024,,
VT,Plainfield,3/5/2024,,
VT,Cabot,3/5/2024,,
VT,Cavendish,3/5/2024,,
VT,Pawlet,3/5/2024,,
VT,Benson,3/5/2024,,
VT,Woodstock,3/5/2024,,
VT,Mountain,3/5/2024,,
VT,Danby,3/5/2024,,
VT,Shrewsbury,3/5/2024,,
VT,Woodstock,3/5/2024,,
VT,Hartford,3/5/2024,,
VT,Clarendon,3/5/2024,,
VT,Jericho,3/5/2024,,
VT,Bolton,3/5/2024,,
VT,Clarendon,3/5/2024,,
VT,Plainfield,3/5/2024,,
VT,West Rutland,3/5/2024,,
VT,Plainfield,3/5/2024,,
VT,Royalton,3/5/2024,,
VT,Milton,3/5/2024,,
VT,Hartland,3/5/2024,,
VT,Mount Tabor,3/5/2024,,
VT,Sharon,3/5/2024,,
VT,Oneonta,3/5/2024,,
VT,Morrison,3/5/2024,,
VT,Cavendish,3/5/2024,,
VT,Roxbury,3/5/2024,,
VT,Acton,3/5/2024,,
VT,Fair Haven,3/5/2024,,
VT,Berlin,3/5/2024,,
VT,Wallingford,3/5/2024,,
VT,Royalton,3/5/2024,,
VT,Mendon,3/5/2024,,
VT,Royalton,3/5/2024,,
VT,Moretown,3/5/2024,,
VT,Cushing,3/5/2024,,
VT,Rutland,3/5/2024,,
VT,Waitsfield,3/5/2024,,
VT,Moretown,3/5/2024,,
VT,Roxbury,3/5/2024,,
VT,Chester,3/5/2024,,
VT,Fayston,3/5/2024,,
VT,Middlesex,3/5/2024,,
VT,Pomfret,3/5/2024,,
VT,Sharon,3/5/2024,,
VT,Weathersfield,3/5/2024,,
VT,West Rutland,3/5/2024,,
VT,Pittsford,3/5/2024,,
VT,Pleasant,3/5/2024,,
VT,Waterbury,3/5/2024,,
VT,Cabot,3/5/2024,,
VT,Wallingford,3/5/2024,,
VT,West Rutland,3/5/2024,,
VT,Bridgewater,3/5/2024,,
VT,Foyil,3/5/2024,,
VT,Tinmouth,3/5/2024,,
VT,Crutcho,3/5/2024,,
VT,Woodbury,3/5/2024,,
VT,Chittenden,3/5/2024,,
VT,Roxbury,3/5/2024,,
VT,Middlesex,3/5/2024,,
VT,Hinesburg,3/5/2024,,
VT,Rutland,3/5/2024,,
VT,Pawlet,3/5/2024,,
VT,Richmond,3/5/2024,,
VT,Fayston,3/5/2024,,
VT,Jennings,3/5/2024,,
VT,Fayston,3/5/2024,,
VT,Rutland,3/5/2024,,
VT,Alma,3/5/2024,,
VT,Fair Haven,3/5/2024,,
VT,Mount Holly,3/5/2024,,
VT,Robin,3/5/2024,,
VT,Berlin,3/5/2024,,
VT,Warren,3/5/2024,,
VT,Shelburne,3/5/2024,,
VT,St. George,3/5/2024,,
VT,Chittenden,3/5/2024,,
VT,Middlesex,3/5/2024,,
VT,Boone-Apache,3/5/2024,,
VT,Cimarron,3/5/2024,,
VT,Fair Haven,3/5/2024,,
VT,Waterbury,3/5/2024,,
VT,Hinesburg,3/5/2024,,
VT,Oakdale,3/5/2024,,
VT,Ludlow,3/5/2024,,
VT,Plainfield,3/5/2024,,
VT,Plymouth,3/5/2024,,
VT,Elgin,3/5/2024,,
VT,Oilton,3/5/2024,,
GA,Bartow,5/21/2024,,
GA,Wilkinson,5/21/2024,,
GA,Murray,5/21/2024,,
GA,Rabun,5/21/2024,,
GA,Bacon,5/21/2024,,
GA,Walton,5/21/2024,,
ID,Bannock,5/21/2024,,
GA,President,3/12/2024,,
GA,Schley,5/21/2024,,
GA,Heard,5/21/2024,,
ID,Custer,5/21/2024,,
GA,Berrien,5/21/2024,,
ID,Owyhee,5/21/2024,,
GA,Peach,5/21/2024,,
GA,Twiggs,5/21/2024,,
GA,Savannah-Chatham,5/21/2024,,
GA,Oglethorpe,5/21/2024,,
GA,Barrow,5/21/2024,,
GA,Hart,5/21/2024,,
GA,Bulloch,5/21/2024,,
GA,Clinch,5/21/2024,,
ID,Benewah,5/21/2024,,
ID,Jerome,5/21/2024,,
ID,Coeur d'Alene,5/21/2024,,
ID,Post Falls,5/21/2024,,
ID,Sagle,5/21/2024,,
ID,Boise,5/21/2024,,
ID,Hayden,5/21/2024,,
ID,Rathdrum,5/21/2024,,
ID,Lewiston,5/21/2024,,
ID,Meridian,5/21/2024,,
ID,Pocatello,5/21/2024,,
ID,Ada,5/21/2024,,
ME,Aroostook,6/11/2024,,
GA,Crisp,5/21/2024,,
GA,Bryan,5/21/2024,,
GA,Whitfield,5/21/2024,,
GA,Emanuel,5/21/2024,,
GA,Atlanta,5/21/2024,,
GA,Gainesville,5/21/2024,,
GA,Johns Creek,5/21/2024,,
GA,Guyton,5/21/2024,,
GA,Fitzgerald,5/21/2024,,
GA,Milledgeville,5/21/2024,,
GA,Claxton,5/21/2024,,
GA,Shiloh,5/21/2024,,
GA,Ocilla,5/21/2024,,
GA,Bainbridge,5/21/2024,,
GA,Leesburg,5/21/2024,,
GA,Greenville,5/21/2024,,
GA,Hiawassee,5/21/2024,,
GA,Tucker,5/21/2024,,
GA,Winder,5/21/2024,,
GA,Monticello,5/21/2024,,
GA,La Fayette,5/21/2024,,
GA,Thomson,5/21/2024,,
GA,Collins,5/21/2024,,
GA,Hazlehurst,5/21/2024,,
GA,Fort Valley,5/21/2024,,
GA,Reynolds,5/21/2024,,
GA,Clayton,5/21/2024,,
GA,Albany,5/21/2024,,
GA,Talmo,5/21/2024,,
GA,Jackson,5/21/2024,,
GA,Valdosta,5/21/2024,,
GA,Cartersville,5/21/2024,,
GA,Kingston,5/21/2024,,
GA,Austell,5/21/2024,,
GA,Acworth,5/21/2024,,
GA,Stonecrest,5/21/2024,,
GA,Lithonia,5/21/2024,,
GA,Smyrna,5/21/2024,,
GA,Covington,5/21/2024,,
GA,Alamo,5/21/2024,,
GA,Adairsville,5/21/2024,,
GA,Alma,5/21/2024,,
GA,Alpharetta,5/21/2024,,
GA,Andersonville,5/21/2024,,
GA,Arabi,5/21/2024,,
GA,Arcade,5/21/2024,,
GA,Atlanta_Fulton,5/21/2024,,
GA,Auburn,5/21/2024,,
GA,Avera,5/21/2024,,
GA,Avondale Estates,5/21/2024,,
GA,Barnesville,5/21/2024,,
GA,Baxley,5/21/2024,,
GA,Bethlehem,5/21/2024,,
GA,Blackshear,5/21/2024,,
GA,Bowdon,5/21/2024,,
GA,Brooks,5/21/2024,,
GA,Butler,5/21/2024,,
GA,Calhoun,5/21/2024,,
GA,Carlton,5/21/2024,,
GA,Carrollton,5/21/2024,,
GA,Chamblee,5/21/2024,,
GA,Chattahoochee_Hills,5/21/2024,,
GA,City Of Valdosta,5/21/2024,,
GA,Clarkston,5/21/2024,,
GA,Clermont,5/21/2024,,
GA,Climax,5/21/2024,,
GA,Cobbtown,5/21/2024,,
GA,College_Park_Fulton,5/21/2024,,
GA,Comer,5/21/2024,,
GA,Commerce,5/21/2024,,
GA,Conyers,5/21/2024,,
GA,Cordele,5/21/2024,,
GA,Cornelia,5/21/2024,,
GA,Cumming,5/21/2024,,
GA,Davisboro,5/21/2024,,
GA,Decatur,5/21/2024,,
GA,Demorest,5/21/2024,,
GA,Donalsonville,5/21/2024,,
GA,Douglas,5/21/2024,,
GA,Douglasville,5/21/2024,,
GA,East_Point,5/21/2024,,
GA,Ephesus,5/21/2024,,
GA,Fairburn,5/21/2024,,
GA,Fairmount,5/21/2024,,
GA,Fayetteville,5/21/2024,,
GA,Flovilla,5/21/2024,,
GA,Flowery Branch,5/21/2024,,
GA,Fort_Oglethorpe,5/21/2024,,
GA,Gillsville,5/21/2024,,
GA,Glennville,5/21/2024,,
GA,Glenwood,5/21/2024,,
GA,Graham,5/21/2024,,
GA,Griffin,5/21/2024,,
GA,Grovetown,5/21/2024,,
GA,Hahira,5/21/2024,,
GA,Hamilton,5/21/2024,,
GA,Hampton,5/21/2024,,
GA,Hapeville,5/21/2024,,
GA,Haralson,5/21/2024,,
GA,Hephzibah,5/21/2024,,
GA,Homeland,5/21/2024,,
GA,Homerville,5/21/2024,,
GA,Hoschton,5/21/2024,,
GA,Ideal,5/21/2024,,
GA,Iron City,5/21/2024,,
GA,Jefferson,5/21/2024,,
GA,Jenkinsburg,5/21/2024,,
GA,Kennesaw,5/21/2024,,
GA,Lagrange,5/21/2024,,
GA,Leslie,5/21/2024,,
GA,Lincolnton,5/21/2024,,
GA,Locust Grove,5/21/2024,,
GA,Manassas,5/21/2024,,
GA,Maysville,5/21/2024,,
GA,Mcdonough,5/21/2024,,
GA,Millen,5/21/2024,,
GA,Montezuma,5/21/2024,,
GA,Moreland,5/21/2024,,
GA,Morven,5/21/2024,,
GA,Moultrie,5/21/2024,,
GA,Mount Airy,5/21/2024,,
GA,Mount_Zion,5/21/2024,,
GA,Mountain_Park_Fulton,5/21/2024,,
GA,Na,5/21/2024,,
GA,Newnan,5/21/2024,,
GA,Oakwood,5/21/2024,,
GA,Offerman,5/21/2024,,
GA,Oglethorpe,5/21/2024,,
GA,Patterson,5/21/2024,,
GA,Peachtree City,5/21/2024,,
GA,Pembroke,5/21/2024,,
GA,Pine Mountain,5/21/2024,,
GA,Plainville,5/21/2024,,
GA,Portal,5/21/2024,,
GA,Powder Springs,5/21/2024,,
GA,Quitman,5/21/2024,,
GA,Register,5/21/2024,,
GA,Reidsville,5/21/2024,,
GA,Richmond Hill,5/21/2024,,
GA,Rincon,5/21/2024,,
GA,Roopville,5/21/2024,,
GA,Roswell,5/21/2024,,
GA,Senoia,5/21/2024,,
GA,Sharpsburg,5/21/2024,,
GA,Sky Valley,5/21/2024,,
GA,Smithville,5/21/2024,,
GA,South_Fulton,5/21/2024,,
GA,Stapleton,5/21/2024,,
GA,Statesboro,5/21/2024,,
GA,Statham,5/21/2024,,
GA,Surrency,5/21/2024,,
GA,Swainsboro,5/21/2024,,
GA,Tallulah Falls,5/21/2024,,
GA,Temple,5/21/2024,,
GA,Trenton,5/21/2024,,
GA,Tunnel Hill,5/21/2024,,
GA,Turin,5/21/2024,,
GA,Twin City,5/21/2024,,
GA,Tyrone,5/21/2024,,
GA,Union,5/21/2024,,
GA,Villa Rica,5/21/2024,,
GA,Villa_Rica_Douglas,5/21/2024,,
GA,Waleska,5/21/2024,,
GA,Watkinsville,5/21/2024,,
GA,Waycross,5/21/2024,,
GA,Waynesboro,5/21/2024,,
GA,West Point,5/21/2024,,
GA,White,5/21/2024,,
GA,Winterville,5/21/2024,,
GA,Woolsey,5/21/2024,,
GA,Zebulon,5/21/2024,,
GA,Bishop,5/21/2024,,
GA,High Shoals,5/21/2024,,
GA,Tiger,5/21/2024,,
GA,Blythe,5/21/2024,,
GA,Wadley,5/21/2024,,
GA,Pine Lake,5/21/2024,,
GA,Broxton,5/21/2024,,
GA,Ringgold,5/21/2024,,
GA,Danielsville,5/21/2024,,
GA,Colbert,5/21/2024,,
GA,Woodstock,5/21/2024,,
GA,Attapulgus,5/21/2024,,
GA,Clarkesville,5/21/2024,,
GA,Lula,5/21/2024,,
GA,Springfield,5/21/2024,,
GA,Resaca,5/21/2024,,
GA,Emerson,5/21/2024,,
GA,Dunwoody,5/21/2024,,
GA,Braselton,5/21/2024,,
GA,Buford,5/21/2024,,
MT,Treasure,6/4/2024,,
NJ,Paterson,5/14/2024,,
MT,MT,6/4/2024,,
MT,Yellowstone,6/4/2024,,
MT,Petroleum,6/4/2024,,
NJ,Red Bank,5/14/2024,,
MT,Rosebud,6/4/2024,,
MT,Fergus,6/4/2024,,
MT,McCone,6/4/2024,,
OR,Clackamas,5/21/2024,,
OR,Cornelius,5/21/2024,,
OR,Redmond,5/21/2024,,
NM,Sandoval,6/4/2024,,
NM,Catron,6/4/2024,,
NM,Doña Ana,6/4/2024,,
OR,St. Helens,5/21/2024,,
OR,West Linn,5/21/2024,,
OR,Hood River,5/21/2024,,
NM,Taos,6/4/2024,,
OR,Sweet Home,5/21/2024,,
OR,Helix,5/21/2024,,
OR,Wilsonville,5/21/2024,,
OR,Beaverton,5/21/2024,,
NM,Los Alamos,6/4/2024,,
OR,Sublimity,5/21/2024,,
OR,Prescott,5/21/2024,,
OR,Yamhill,5/21/2024,,
OR,Tangent,5/21/2024,,
OR,Waldport,5/21/2024,,
OR,Myrtle Point,5/21/2024,,
OR,Coburg,5/21/2024,,
OR,Umatilla,5/21/2024,,
OR,Molalla,5/21/2024,,
OR,Toledo,5/21/2024,,
OR,North Plains,5/21/2024,,
NM,NM,6/4/2024,,
OR,Sodaville,5/21/2024,,
OR,McMinnville,5/21/2024,,
OR,Creswell,5/21/2024,,
OR,Carlton,5/21/2024,,
NM,Luna,6/4/2024,,
OR,Mount Angel,5/21/2024,,
OR,Scappoose,5/21/2024,,
OR,Mill,5/21/2024,,
NV,Washoe,6/11/2024,,
NV,Eureka,6/11/2024,,
NV,Pershing,6/11/2024,,
NV,NV,6/11/2024,,
NV,Mesquite,6/11/2024,,
ME,ME,6/11/2024,,
ME,South Portland,6/11/2024,,
FL,Mulberry,4/2/2024,,
NV,West Wendover,6/11/2024,,
NV,Round Mountain,6/11/2024,,
NV,Alamo,6/11/2024,,
NV,Austin,6/11/2024,,
NV,Beatty,6/11/2024,,
NV,Boulder City,6/11/2024,,
NV,Bunkerville,6/11/2024,,
NV,Cal Nev Ari,6/11/2024,,
NV,Carlin,6/11/2024,,
NV,Carson,6/11/2024,,
NV,Elko,6/11/2024,,
NV,Ely,6/11/2024,,
NV,Fallon,6/11/2024,,
NV,Genoa,6/11/2024,,
NV,Henderson,6/11/2024,,
NV,Las Vegas,6/11/2024,,
NV,Laughlin,6/11/2024,,
NV,Lovelock,6/11/2024,,
NV,Moapa,6/11/2024,,
NV,North Las Vegas,6/11/2024,,
NV,Pahrump,6/11/2024,,
NV,Panaca,6/11/2024,,
NV,Reno,6/11/2024,,
NV,Sandy Valley,6/11/2024,,
NV,Searchlight,6/11/2024,,
NV,Sparks,6/11/2024,,
NV,Tonopah,6/11/2024,,
NV,Wells,6/11/2024,,
NV,Wendover,6/11/2024,,
NV,Winnemucca,6/11/2024,,
NV,Yerington,6/11/2024,,
NV,Zephyr Cove,6/11/2024,,
FL,FL,1/16/2024,,
FL,Miami-Dade,3/19/2024,,
FL,Fort Lauderdale,3/19/2024,,
FL,Tallahassee,3/19/2024,,
FL,Southern District,3/19/2024,,
FL,Homestead,3/19/2024,,
FL,Coral Gables,3/19/2024,,
FL,Pompano Beach,3/19/2024,,
FL,Coral Gables,3/19/2024,,
FL,Palm Bay,3/19/2024,,
FL,Clearwater,3/19/2024,,
FL,Pinecrest,3/19/2024,,
FL,Miami,3/19/2024,,
FL,Tallahassee,3/19/2024,,
FL,Keystone Heights,3/19/2024,,
FL,Fort Pierce,3/19/2024,,
FL,Largo,3/19/2024,,
FL,Naples,3/19/2024,,
FL,Punta Gorda,3/19/2024,,
FL,Winter Park,3/19/2024,,
FL,Ormond Beach,3/19/2024,,
FL,Fort Lauderdale,3/19/2024,,
FL,Tampa,3/19/2024,,
